20;2;90.213
20;3;85.287
20;4;80.629
30;3;90.233
30;4;86.898
30;5;83.823
30;6;80.834
40;4;90.243
40;5;87.978
40;6;85.502
40;7;83.284
40;8;80.921
50;5;90.35
50;6;88.334
50;7;86.535
50;8;84.704
50;9;82.863
50;10;81.065
60;6;90.274
60;7;88.915
60;8;87.255
60;9;85.891
60;10;84.301
60;11;82.979
60;12;81.218
70;7;90.47
70;8;89.028
70;9;87.803
70;10;86.508
70;11;85.462
70;12;84.064
70;13;82.695
70;14;81.561
80;8;90.423
80;9;89.299
80;10;88.304
80;11;86.982
80;12;86.239
80;13;85.009
80;14;84.068
80;15;82.734
80;16;81.792
90;9;90.583
90;10;89.556
90;11;88.553
90;12;87.599
90;13;86.636
90;14;85.489
90;15;84.904
90;16;84.209
90;17;82.971
90;18;81.922
100;10;90.498
100;11;89.689
100;12;88.719
100;13;87.956
100;14;87.111
100;15;86.168
100;16;85.354
100;17;84.487
100;18;83.842
100;19;82.993
100;20;82.049
