20;2;78.213
20;3;69.791
20;4;63.005
30;3;75.15
30;4;69.834
30;5;64.48
30;6;60.007
40;4;73.123
40;5;68.997
40;6;65.012
40;7;61.282
40;8;58.255
50;5;71.464
50;6;68.025
50;7;64.617
50;8;61.896
50;9;59.006
50;10;56.805
60;6;70.26
60;7;67.227
60;8;64.196
60;9;62.016
60;10;59.76
60;11;57.441
60;12;55.774
70;7;69.04
70;8;66.349
70;9;64.308
70;10;61.847
70;11;59.791
70;12;58.038
70;13;56.489
70;14;54.796
80;8;67.79
80;9;65.923
80;10;63.958
80;11;61.451
80;12;60.207
80;13;58.57
80;14;57.102
80;15;55.816
80;16;54.46
90;9;67.202
90;10;65.337
90;11;63.212
90;12;61.479
90;13;60.178
90;14;58.699
90;15;57.366
90;16;55.946
90;17;54.681
90;18;53.496
100;10;66.36
100;11;64.741
100;12;63.265
100;13;61.744
100;14;59.975
100;15;58.633
100;16;57.66
100;17;56.35
100;18;55.182
100;19;54.377
100;20;53.242
